,name,price,adress,image_link
193,Mouton,400000,"Mbao, Dakar, Sénégal",https://images.coinafrique.com/thumb_4250864_uploaded_image1_1686398265.jpg
194,Mouton Azawat,400000,"Keur Massar, Sénégal",https://images.coinafrique.com/thumb_4248460_uploaded_image1_1686248886.jpg
195,Mouton,Prixsurdemande,"Dakar, Sénégal",https://images.coinafrique.com/thumb_4247744_uploaded_image1_1686222678.jpg
196,Mouton,Prixsurdemande,"Dakar, Sénégal",https://images.coinafrique.com/thumb_4247742_uploaded_image1_1686222633.jpg
197,Mouton,Prixsurdemande,"Dakar, Sénégal",https://images.coinafrique.com/thumb_4247740_uploaded_image1_1686222597.jpg
198,Mouton,Prixsurdemande,"Dakar, Sénégal",https://images.coinafrique.com/thumb_4247736_uploaded_image1_1686222542.jpg
199,Moutons,350000,"Guediawaye, Dakar, Sénégal",https://images.coinafrique.com/thumb_4242585_uploaded_image1_1685904799.jpg
200,Mouton,250,"Guediawaye, Dakar, Sénégal",https://images.coinafrique.com/thumb_4242404_uploaded_image1_1685886566.jpg
201,Mouton ,450000,"Rufisque, Sénégal",https://images.coinafrique.com/thumb_4237665_uploaded_image1_1685571128.jpg
202,Bélier ,Prixsurdemande,"Point E, Dakar, Sénégal",https://images.coinafrique.com/thumb_4237485_uploaded_image2_1685558172.jpeg
203,Mouton,500000,"Fatick, Sénégal",https://images.coinafrique.com/thumb_4236443_uploaded_image1_1685486347.jpg
204,Mouton,380000,"Fatick, Sénégal",https://images.coinafrique.com/thumb_4231286_uploaded_image1_1685106907.jpg
205,Moutons,Prixsurdemande,"Parcelle Assainies, Dakar, Sénégal",https://images.coinafrique.com/thumb_4231235_uploaded_image1_1685104452.jpg
206,Mouton ,170000,"Ouest Foire, Dakar, Sénégal",https://images.coinafrique.com/thumb_4229136_uploaded_image1_1684963414.jpg
207,Mouton,800000,"Louga, Sénégal",https://images.coinafrique.com/thumb_4228472_uploaded_image1_1684932143.jpg
208,Mouton,8000000,"Louga, Sénégal",https://images.coinafrique.com/thumb_4228460_uploaded_image1_1684931869.jpg
209,Mouton,320000,"Guediawaye, Dakar, Sénégal",https://images.coinafrique.com/thumb_4227161_uploaded_image1_1684849083.jpg
210,Mouton,260000,"Diamniadio, Sénégal",https://images.coinafrique.com/thumb_4226905_uploaded_image1_1684839391.jpg
211,Mouton,160000,"Dakar, Sénégal",https://images.coinafrique.com/thumb_4223526_uploaded_image1_1684587013.jpg
212,Mouton,97000,"Dakar, Sénégal",https://images.coinafrique.com/thumb_4223524_uploaded_image1_1684586944.jpg
213,Mouton,160000,"Dakar, Sénégal",https://images.coinafrique.com/thumb_4223486_uploaded_image1_1684584830.jpg
214,Mouton,160000,"Dakar, Sénégal",https://images.coinafrique.com/thumb_4223484_uploaded_image1_1684584742.jpg
215,Mouton,160000,"Dakar, Sénégal",https://images.coinafrique.com/thumb_4223482_uploaded_image1_1684584677.jpg
216,Mouton,Prixsurdemande,"Dakar, Sénégal",https://images.coinafrique.com/thumb_4220644_uploaded_image1_1684400816.jpg
217,Brebis,500000,"Dakar, Sénégal",https://images.coinafrique.com/thumb_4213425_uploaded_image1_1683904439.jpg
218,Mouton,270000,"Grand Yoff, Dakar, Sénégal",https://images.coinafrique.com/thumb_4211097_uploaded_image1_1683765005.jpg
219,Mouton ,135000,"Pikine, Sénégal",https://images.coinafrique.com/thumb_4206601_uploaded_image1_1683485065.jpg
220,Moutons,180000,"Matam, Sénégal",https://images.coinafrique.com/thumb_4204058_uploaded_image1_1683299567.jpg
221,Moutons,Prixsurdemande,"Patte d'oie, Dakar, Sénégal",https://images.coinafrique.com/thumb_4202091_uploaded_image1_1683204935.jpg
222,Mouton,125000,"Dakar, Sénégal",https://images.coinafrique.com/thumb_4200797_uploaded_image1_1683131853.jpg
