,name,price,adress,image_link
410,Poule cou nue,16000,"Guediawaye, Dakar, Sénégal",https://images.coinafrique.com/thumb_3473109_uploaded_image1_1638884949.jpg
411,Couple pigeons cravate,25000,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3468974_uploaded_image1_1638651001.jpg
412,Poules,3000,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3464218_uploaded_image1_1638449183.jpg
413,Poules,Prixsurdemande,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3464191_uploaded_image1_1638448708.jpg
414,Poules,3000,"Mermoz-Sacré Coeur, Dakar, Sénégal",https://images.coinafrique.com/thumb_3447997_uploaded_image1_1637496004.jpg
415,Pigeon Voyageur,17000,"Touba, Sénégal",https://images.coinafrique.com/thumb_3444824_uploaded_image1_1637284415.jpg
416,Pigeon Boulan blanc,Prixsurdemande,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3441505_uploaded_image1_1637127613.jpg
417,Poule femelle Orpington,Prixsurdemande,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3441502_uploaded_image1_1637127447.jpg
418,Lapins ,35000,"Hann Bel-Air, Dakar, Sénégal",https://images.coinafrique.com/thumb_3437255_uploaded_image1_1636886889.jpg
419,Pigeon,Prixsurdemande,"Parcelle Assainies, Dakar, Sénégal",https://images.coinafrique.com/thumb_3436083_uploaded_image1_1636807309.jpg
420,Poussins brahma couple,22000,"Yoff, Dakar, Sénégal",https://images.coinafrique.com/thumb_3426274_uploaded_image1_1636309987.jpg
421,Pigeon couple Cauchois,70000,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3418999_uploaded_image1_1635954718.jpg
422,Pigeon femelle Mondain,70000,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3418994_uploaded_image1_1635954539.jpg
423,Pigeons Texan,60000,"Rufisque, Sénégal",https://images.coinafrique.com/thumb_3414604_uploaded_image1_1635789687.jpg
424,Pigeon Cauchois,100000,"Rufisque, Sénégal",https://images.coinafrique.com/thumb_3414597_uploaded_image1_1635789492.jpg
425,Pigeon Bouvreuil Archangel,40000,"Rufisque, Sénégal",https://images.coinafrique.com/thumb_3414593_uploaded_image1_1635789344.jpg
426,Pigeon,35000,"Ouakam, Dakar, Sénégal",https://images.coinafrique.com/thumb_3405195_uploaded_image1_1635268881.jpg
427,Poussins,Prixsurdemande,"Mbour, Sénégal",https://images.coinafrique.com/thumb_3404905_uploaded_image1_1635261146.jpg
428,Poulets de chair ,2500,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3394674_uploaded_image1_1634723623.jpg
429,Pigeon Lahor ,65000,"Thies, Sénégal",https://images.coinafrique.com/thumb_3382710_uploaded_image1_1634069766.jpg
430,Pigeon,Prixsurdemande,"Thies, Sénégal",https://images.coinafrique.com/thumb_3382693_uploaded_image1_1634069396.jpg
431,Pigeons Laince,Prixsurdemande,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3380877_uploaded_image1_1633980647.jpg
432,Poules pondeuses,2000,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3379737_uploaded_image1_1633947290.jpg
433,Pigeons bouvreuils,22000,"Rufisque, Sénégal",https://images.coinafrique.com/thumb_3378491_uploaded_image1_1633862943.jpg
434,Poussins brahman herminé - cochin blanc,Prixsurdemande,"Keur Massar, Sénégal",https://images.coinafrique.com/thumb_3374652_uploaded_image1_1633650923.jpg
435,Pigeon voyageur,10000,"Ouest Foire, Dakar, Sénégal",https://images.coinafrique.com/thumb_3373811_uploaded_image1_1633618398.jpg
436,Pigeon voyageur,10000,"Ouest Foire, Dakar, Sénégal",https://images.coinafrique.com/thumb_3373808_uploaded_image1_1633618269.jpg
437,Pigeons,50000,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3371154_uploaded_image1_1633515720.jpg
438,Poule Barahmane,100000,"M'bour, Sénégal",https://images.coinafrique.com/thumb_3370800_uploaded_image2_1633504872.jpeg
439,Couple poulet Brahmâ,50000,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3369356_uploaded_image1_1633438053.jpg
440,Pigeon Romain,85000,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3362871_uploaded_image1_1633116442.jpg
441,Poule Brahman Herminé,Prixsurdemande,"Keur Massar, Sénégal",https://images.coinafrique.com/thumb_3357881_uploaded_image3_1632920077.jpeg
442,Poule Brahma hermnée,100000,"Guediawaye, Dakar, Sénégal",https://images.coinafrique.com/thumb_3357145_uploaded_image1_1632869295.jpg
443,Pigeon Mondain ,110000,"Mbour, Sénégal",https://images.coinafrique.com/thumb_3353083_uploaded_image1_1632604432.jpg
444,Pigeons,50000,"Mbour, Sénégal",https://images.coinafrique.com/thumb_3353071_uploaded_image1_1632603938.jpg
445,Pigeons,40000,"Mbour, Sénégal",https://images.coinafrique.com/thumb_3353065_uploaded_image1_1632603690.jpg
446,Pigeon bajoura,50000,"Mbour, Sénégal",https://images.coinafrique.com/thumb_3353059_uploaded_image1_1632603388.jpg
447,Poules,35000,"Guediawaye, Dakar, Sénégal",https://images.coinafrique.com/thumb_3349405_uploaded_image2_1632391949.jpeg
448,Poules brahmanes,35000,"Guediawaye, Dakar, Sénégal",https://images.coinafrique.com/thumb_3349401_uploaded_image1_1632391902.jpg
449,Poules Brahmanes,35000,"Guediawaye, Dakar, Sénégal",https://images.coinafrique.com/thumb_3349397_uploaded_image2_1632391557.jpeg
450,Poules brahmanes,35000,"Guediawaye, Dakar, Sénégal",https://images.coinafrique.com/thumb_3349394_uploaded_image1_1632391504.jpg
451,Poule,Prixsurdemande,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3348160_uploaded_image1_1632324869.jpg
452,Poulet de chair,2300,"Guediawaye, Dakar, Sénégal",https://images.coinafrique.com/thumb_3337450_uploaded_image1_1631785546.jpg
453,Pigeon,Prixsurdemande,"Kaolack, Sénégal",https://images.coinafrique.com/thumb_3334209_uploaded_image1_1631622270.jpg
454,Poulets pondeuses ,2000,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3333107_uploaded_image1_1631563838.jpg
455,Poussins Cochin,Prixsurdemande,"Keur Massar, Sénégal",https://images.coinafrique.com/thumb_3325681_uploaded_image1_1631188256.jpg
456,Lapin nain,30000,"Parcelle Assainies, Dakar, Sénégal",https://images.coinafrique.com/thumb_3322610_uploaded_image1_1631059644.jpg
457,Trio poussin coucou,30000,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3316809_uploaded_image1_1630785179.jpg
458,Poussin Brahmâ,20000,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3316806_uploaded_image1_1630785002.jpg
459,Poussin Brahma,20000,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3316797_uploaded_image1_1630784777.jpg
460,Lapereaux,17000,"Pikine, Sénégal",https://images.coinafrique.com/thumb_3315445_uploaded_image1_1630722382.jpg
461,Poule Brahman,22000,"Louga, Sénégal",https://images.coinafrique.com/thumb_3307095_uploaded_image1_1630430739.jpg
462,Pigeon mondain / bullan ,25000,"Louga, Sénégal",https://images.coinafrique.com/thumb_3306481_uploaded_image1_1630411232.jpg
463,Pigeon Bullan,95000,"Louga, Sénégal",https://images.coinafrique.com/thumb_3306474_uploaded_image1_1630410943.jpg
464,Pigeon  Bullan,100000,"Louga, Sénégal",https://images.coinafrique.com/thumb_3306464_uploaded_image1_1630410757.jpg
465,Pigeons Lahore,Prixsurdemande,"Parcelle Assainies, Dakar, Sénégal",https://images.coinafrique.com/thumb_3305350_uploaded_image1_1630343789.jpg
466,Pigeons,50000,"Kaolack, Sénégal",https://images.coinafrique.com/thumb_3302613_uploaded_image1_1630169095.jpg
467,Poulet Bleu Hollande,4500,"Diourbel, Sénégal",https://images.coinafrique.com/thumb_3290876_uploaded_image1_1629501810.jpg
468,Lapereaux,17000,"Pikine, Sénégal",https://images.coinafrique.com/thumb_3286388_uploaded_image1_1629289139.jpg
469,Poules,3000,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3283632_uploaded_image1_1629152543.jpg
470,Poule cochin blanc,Prixsurdemande,"Keur Massar, Sénégal",https://images.coinafrique.com/thumb_3281225_uploaded_image2_1629034850.jpeg
471,Poulet cochin blanc,Prixsurdemande,"Keur Massar, Sénégal",https://images.coinafrique.com/thumb_3281223_uploaded_image1_1629034748.jpg
472,Poule Bleu Hollande,10000,"Kaolack, Sénégal",https://images.coinafrique.com/thumb_3278019_uploaded_image1_1628853028.jpg
473,Brahma herminé,Prixsurdemande,"Keur Massar, Sénégal",https://images.coinafrique.com/thumb_3259880_uploaded_image1_1628000666.jpg
474,Poussins Brahman Herminé ,Prixsurdemande,"Keur Massar, Sénégal",https://images.coinafrique.com/thumb_3248983_uploaded_image1_1627479441.jpg
475,Pigeon voyageur Meulman,10000,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3248657_uploaded_image1_1627469932.jpg
476,Poules,2500,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3229235_uploaded_image1_1626304950.jpg
477,Poulets de chair,2500,"Sicap Liberté, Dakar, Sénégal",https://images.coinafrique.com/thumb_3214815_uploaded_image1_1625661793.jpg
478,Perruche,20000,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3214014_uploaded_image1_1625618936.jpg
479,Lapin fauve de bourgogne,25000,"Mbour, Sénégal",https://images.coinafrique.com/thumb_3202447_uploaded_image2_1625166857.jpeg
480,Lapin,15000,"Yoff, Dakar, Sénégal",https://images.coinafrique.com/thumb_3197088_uploaded_image1_1624966307.jpg
481,Coq Baramann,Prixsurdemande,"Mbao, Dakar, Sénégal",https://images.coinafrique.com/thumb_3189768_uploaded_image1_1624544691.jpg
482,Lapin,35000,"Guediawaye, Dakar, Sénégal",https://images.coinafrique.com/thumb_3187687_uploaded_image1_1624451192.jpg
483,Pigeon Monday,100000,"Mbour, Sénégal",https://images.coinafrique.com/thumb_3177475_uploaded_image1_1623938929.jpg
484,Pignon Monday,175000,"Mbour, Sénégal",https://images.coinafrique.com/thumb_3177465_uploaded_image1_1623938681.jpg
485,Poulet,Prixsurdemande,"Grand Dakar, Dakar, Sénégal",https://images.coinafrique.com/thumb_3177358_uploaded_image1_1623935467.jpg
486,Poulet de chair ,3000,"Ouakam, Dakar, Sénégal",https://images.coinafrique.com/thumb_3175790_uploaded_image1_1623855618.jpg
487,Poules cou-nues ,Prixsurdemande,"Touba, Sénégal",https://images.coinafrique.com/thumb_3169649_uploaded_image1_1623581238.jpg
488,Poulets bleue d'hollande,Prixsurdemande,"Touba, Sénégal",https://images.coinafrique.com/thumb_3169646_uploaded_image1_1623581136.jpg
489,Pigeon,Prixsurdemande,"Joal Fadiouth, Sénégal",https://images.coinafrique.com/thumb_3167648_uploaded_image1_1623456119.jpg
490,Poulet de chair,2500,"Sicap Liberté, Dakar, Sénégal",https://images.coinafrique.com/thumb_3165580_uploaded_image1_1623362561.jpg
491,Pintade,10000,"Mbao, Dakar, Sénégal",https://images.coinafrique.com/thumb_3165007_uploaded_image1_1623340371.jpg
492,Poule Baraman,Prixsurdemande,"Mbao, Dakar, Sénégal",https://images.coinafrique.com/thumb_3164881_uploaded_image1_1623336573.jpg
493,Lapereaux,15000,"Pikine, Sénégal",https://images.coinafrique.com/thumb_3155590_uploaded_image1_1622927017.jpg
494,Lapereaux,15000,"Pikine, Sénégal",https://images.coinafrique.com/thumb_3155585_uploaded_image1_1622926869.jpg
495,Poulet local,3000,"Keur Massar, Sénégal",https://images.coinafrique.com/thumb_3154953_uploaded_image2_1622902343.jpeg
496,Poulets,Prixsurdemande,"Rufisque, Sénégal",https://images.coinafrique.com/thumb_3152493_uploaded_image1_1622801692.jpg
497,Perroquet ,40000,"Keur Massar, Sénégal",https://images.coinafrique.com/thumb_3150902_uploaded_image1_1622730048.jpg
498,Dinde,15000,"Touba, Sénégal",https://images.coinafrique.com/thumb_3148596_uploaded_image1_1622649167.jpg
499,Pigeon,500,"Mbao, Dakar, Sénégal",https://images.coinafrique.com/thumb_3142583_uploaded_image2_1622471438.jpeg
500,Pigeons voyageurs ,12000,"Thies, Sénégal",https://images.coinafrique.com/thumb_3140949_uploaded_image1_1622373951.jpg
501,Lapin,Prixsurdemande,"Bargny, Sénégal",https://images.coinafrique.com/thumb_3136627_uploaded_image1_1622124684.jpg
502,Pigeon Mondain,180000,"Mbour, Sénégal",https://images.coinafrique.com/thumb_3131153_uploaded_image1_1621866089.jpg
503,Cailles jumbos,1500,"HLM, Dakar, Sénégal",https://images.coinafrique.com/thumb_3131078_uploaded_image1_1621863390.jpg
504,Lapin Angora,25000,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3130806_uploaded_image1_1621853971.jpg
505,Poulets Brahman,40000,"Mbao, Dakar, Sénégal",https://images.coinafrique.com/thumb_3128887_uploaded_image1_1621714606.jpg
506,Poussins Brahma ,5000,"Guediawaye, Dakar, Sénégal",https://images.coinafrique.com/thumb_3126603_uploaded_image1_1621600775.jpg
507,Colvert ,35000,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3125526_uploaded_image1_1621532802.jpg
508,Poulet,3500,"Ouakam, Dakar, Sénégal",https://images.coinafrique.com/thumb_3123441_uploaded_image1_1621440889.jpg
509,Lapins,22000,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3121121_uploaded_image1_1621343038.jpg
510,Pigeon,80000,"Mbour, Sénégal",https://images.coinafrique.com/thumb_3118080_uploaded_image1_1621187860.jpg
511,Lapereaux,15000,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3115873_uploaded_image1_1621043291.jpg
512,Pigeon Lahore - noir,25000,"Mbour, Sénégal",https://images.coinafrique.com/thumb_3104310_uploaded_image1_1620450328.jpg
513,Pigeon Lahore rouge,25000,"Mbour, Sénégal",https://images.coinafrique.com/thumb_3104308_uploaded_image1_1620450063.jpg
514,Pigeon cauchois,70000,"Mbour, Sénégal",https://images.coinafrique.com/thumb_3101934_uploaded_image1_1620336090.jpg
515,Pigeon voyageur Mento,20000,"Mbour, Sénégal",https://images.coinafrique.com/thumb_3101648_uploaded_image1_1620324800.jpg
516,Poulet de chair,3500,"Thies, Sénégal",https://images.coinafrique.com/thumb_3101043_uploaded_image1_1620309572.jpg
517,Pigeon kochoi,70000,"Mbour, Sénégal",https://images.coinafrique.com/thumb_3099946_uploaded_image1_1620258649.jpg
518,Perruches  arc-en-ciel  ,40000,"Mermoz-Sacré Coeur, Dakar, Sénégal",https://images.coinafrique.com/thumb_3094776_uploaded_image1_1620059311.jpg
519,Pigeon Lahore,20000,"Rufisque, Sénégal",https://images.coinafrique.com/thumb_3090984_uploaded_image1_1619904750.jpg
520,Lapin couple fauve adultes,80000,"Hann Bel-Air, Dakar, Sénégal",https://images.coinafrique.com/thumb_3089288_uploaded_image1_1619848402.jpg
521,Pigeons,80000,"Mbour, Sénégal",https://images.coinafrique.com/thumb_3087144_uploaded_image1_1619723224.jpg
522,Couples Pigeons Boulant Panarami reproducteurs,130000,"Rufisque, Sénégal",https://images.coinafrique.com/thumb_3083820_uploaded_image1_1619564909.jpg
523,Poulet de chair,2500,"Mbao, Dakar, Sénégal",https://images.coinafrique.com/thumb_3082778_uploaded_image1_1619528177.jpg
524,Pigeon Lahor,30000,"Mbour, Sénégal",https://images.coinafrique.com/thumb_3076680_uploaded_image1_1619200906.jpg
525,Pigeon,100000,"Mbour, Sénégal",https://images.coinafrique.com/thumb_3076669_uploaded_image1_1619200506.jpg
526,Pigeon,60000,"Mbour, Sénégal",https://images.coinafrique.com/thumb_3076664_uploaded_image1_1619200352.jpg
527,Pigeon,40000,"Mbour, Sénégal",https://images.coinafrique.com/thumb_3076657_uploaded_image1_1619200129.jpg
528,Lapin Angora,20000,"Grand Yoff, Dakar, Sénégal",https://images.coinafrique.com/thumb_3072438_uploaded_image2_1619019452.jpeg
529,Poules,3500,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3065835_uploaded_image1_1618714726.jpg
530,Pigeon Lahor,30000,"Mbour, Sénégal",https://images.coinafrique.com/thumb_3063589_uploaded_image1_1618596539.jpg
531,Pigeon Château Rouge,50000,"Mbour, Sénégal",https://images.coinafrique.com/thumb_3063568_uploaded_image1_1618595933.jpg
532,Pigeon Laor ,60000,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3058782_uploaded_image1_1618401720.jpg
533,Lapin Angora ,Prixsurdemande,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3055838_uploaded_image1_1618276360.jpg
534,Lapereaux,20000,"Yoff, Dakar, Sénégal",https://images.coinafrique.com/thumb_3052171_uploaded_image1_1618086163.jpg
535,Pigeon,150000,"Rufisque, Sénégal",https://images.coinafrique.com/thumb_3049719_uploaded_image1_1617978714.jpg
536,Lapins Angora métissés,15000,"Sicap Liberté, Dakar, Sénégal",https://images.coinafrique.com/thumb_3035970_uploaded_image1_1617382564.jpg
537,Pigeon,25000,"Guediawaye, Dakar, Sénégal",https://images.coinafrique.com/thumb_3033406_uploaded_image1_1617293184.jpg
538,Cochin blanche,65000,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3025104_uploaded_image1_1616923906.jpg
539,Coq Cochin blanc ,70000,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3024487_uploaded_image1_1616866962.jpg
540,Poulets de chair ,Prixsurdemande,"Grand Yoff, Dakar, Sénégal",https://images.coinafrique.com/thumb_3020864_uploaded_image1_1616685325.jpg
541,Poulets ,Prixsurdemande,"Grand Yoff, Dakar, Sénégal",https://images.coinafrique.com/thumb_3020754_uploaded_image1_1616682583.jpg
542,Poulet de chair,3000,"Touba, Sénégal",https://images.coinafrique.com/thumb_3020570_uploaded_image1_1616677661.jpg
543,Poulet de chair,3000,"Touba, Sénégal",https://images.coinafrique.com/thumb_3017104_uploaded_image1_1616512963.jpg
544,Trio dindes rouge,130000,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3012683_uploaded_image1_1616280245.jpg
545,Pigeon voyageur,5000,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_3011311_uploaded_image2_1616223766.jpeg
546,Poulet ,3000,"Saint Louis, Sénégal",https://images.coinafrique.com/thumb_3010219_uploaded_image1_1616159454.jpg
547,Poules bleus hollandais ,6500,"Saint Louis, Sénégal",https://images.coinafrique.com/thumb_3009280_uploaded_image1_1616101333.jpg
548,Chateau,50000,"Mbour, Sénégal",https://images.coinafrique.com/thumb_3005856_uploaded_image1_1615940349.jpg
549,Jeune king,50000,"Mbour, Sénégal",https://images.coinafrique.com/thumb_3005849_uploaded_image1_1615939888.jpg
550,Chateau,50000,"Mbour, Sénégal",https://images.coinafrique.com/thumb_3005822_uploaded_image1_1615938255.jpg
551,Oison de Toulouse,Prixsurdemande,"Mbour, Sénégal",https://images.coinafrique.com/thumb_3000848_uploaded_image1_1615686013.jpg
552,Poulet pondeuse,3500,"Guediawaye, Dakar, Sénégal",https://images.coinafrique.com/thumb_3000537_uploaded_image1_1615668903.jpg
553,Poules Brahma ,Prixsurdemande,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3000249_uploaded_image1_1615655282.jpg
554,Perruches ondulées,Prixsurdemande,"Point E, Dakar, Sénégal",https://images.coinafrique.com/thumb_2996669_uploaded_image1_1615474536.jpg
555,Brahmâ ,12500,"Dakar, Sénégal",https://images.coinafrique.com/thumb_2984079_uploaded_image1_1614854523.jpg
556,Lapereaux Angora,15000,"HLM, Dakar, Sénégal",https://images.coinafrique.com/thumb_2981287_uploaded_image1_1614727616.jpg
557,Lapin Nain ,30000,"Ngor, Dakar, Sénégal",https://images.coinafrique.com/thumb_2979256_uploaded_image1_1614674197.jpg
558,Poulet,2500,"Yoff, Dakar, Sénégal",https://images.coinafrique.com/thumb_2976666_uploaded_image1_1614589003.jpg
559,Poussin  - 1  jour,Prixsurdemande,"Dakar, Sénégal",https://images.coinafrique.com/thumb_2974676_uploaded_image1_1614452359.jpg
560,Lapins,15000,"Guediawaye, Dakar, Sénégal",https://images.coinafrique.com/thumb_2970567_uploaded_image1_1614250380.jpg
561,Pigeon Cokier,45000,"M'bour, Sénégal",https://images.coinafrique.com/thumb_2954851_uploaded_image1_1613494967.jpg
562,Poussin brahman ,3000,"Medina, Dakar, Sénégal",https://images.coinafrique.com/thumb_2950921_uploaded_image1_1613311102.jpg
563,Poussins fermiers,10000,"Dakar, Sénégal",https://images.coinafrique.com/thumb_2950193_uploaded_image1_1613251191.jpg
564,Poussin brahmâ blanc hermine,10000,"Dakar, Sénégal",https://images.coinafrique.com/thumb_2950013_uploaded_image1_1613239360.jpg
565,Poussin brahmâ hermine ,10000,"Dakar, Sénégal",https://images.coinafrique.com/thumb_2949738_uploaded_image1_1613229441.jpg
566,Pigeons ,40000,"Mbour, Sénégal",https://images.coinafrique.com/thumb_2944254_uploaded_image1_1612982200.jpg
567,Pigeons,30000,"Joal Fadiouth, Sénégal",https://images.coinafrique.com/thumb_2942609_uploaded_image1_1612913202.jpg
568,Lapereaux rex tricolore,Prixsurdemande,"Mbour, Sénégal",https://images.coinafrique.com/thumb_2932849_uploaded_image1_1612486492.jpg
569,Poulets de chair,3000,"Ouakam, Dakar, Sénégal",https://images.coinafrique.com/thumb_2923781_uploaded_image1_1612184473.jpg
570,Pigeon Lahore,40000,"Dakar, Sénégal",https://images.coinafrique.com/thumb_2921833_uploaded_image1_1612100438.jpg
571,Pigeon Laor,40000,"Dakar, Sénégal",https://images.coinafrique.com/thumb_2921831_uploaded_image1_1612100375.jpg
572,Poulet,Prixsurdemande,"Dakar, Sénégal",https://images.coinafrique.com/thumb_2921773_uploaded_image1_1612098138.jpg
573,Paire pigeon Boulons,50000,"Dakar, Sénégal",https://images.coinafrique.com/thumb_2921717_uploaded_image1_1612095131.jpg
574,Paire pigeon Coschoi,70000,"Dakar, Sénégal",https://images.coinafrique.com/thumb_2921695_uploaded_image1_1612094191.jpg
575,Paire pigeon Romain,80000,"Dakar, Sénégal",https://images.coinafrique.com/thumb_2921690_uploaded_image1_1612093907.jpg
576,Pigeon Karavaty chinoise,15000,"Dakar, Sénégal",https://images.coinafrique.com/thumb_2921677_uploaded_image1_1612093526.jpg
577,Poulet Brahmâ blanc ,30000,"Dakar, Sénégal",https://images.coinafrique.com/thumb_2917728_uploaded_image1_1611862925.jpg
578,Coq Brahmâ blanc ,35000,"Dakar, Sénégal",https://images.coinafrique.com/thumb_2917722_uploaded_image1_1611862785.jpg
579,Poulet Brahma ,35000,"Dakar, Sénégal",https://images.coinafrique.com/thumb_2917717_uploaded_image1_1611862617.jpg
580,Poule cochin,40000,"Medina, Dakar, Sénégal",https://images.coinafrique.com/thumb_2907921_uploaded_image1_1611416785.jpg
581,Cochin caillouté,Prixsurdemande,"Keur Massar, Sénégal",https://images.coinafrique.com/thumb_2899128_uploaded_image1_1611044213.jpg
582,Dindes et poulets de chair,Prixsurdemande,"Mbour, Sénégal",https://images.coinafrique.com/thumb_2886105_uploaded_image1_1610468092.jpg
583,Poulets,2500,"HLM, Dakar, Sénégal",https://images.coinafrique.com/thumb_2880530_uploaded_image1_1610226236.jpg
584,Pigeons,Prixsurdemande,"Bargny, Sénégal",https://images.coinafrique.com/thumb_2853881_uploaded_image1_1609011772.jpg
585,Coq Cochin blanc ,35000,"Thies, Sénégal",https://images.coinafrique.com/thumb_2850705_uploaded_image1_1608816820.jpg
586,Œufs à couver,115000,"Ouakam, Dakar, Sénégal",https://images.coinafrique.com/thumb_2849328_uploaded_image1_1608745484.jpg
587,Pigeon Mondain ,Prixsurdemande,"Rufisque, Sénégal",https://images.coinafrique.com/thumb_2838626_uploaded_image1_1608276056.jpg
588,Male cochin caïllouté,Prixsurdemande,"Keur Massar, Sénégal",https://images.coinafrique.com/thumb_2824883_uploaded_image1_1607700865.jpg
589,Pigeons texans,75000,"Cambérène, Dakar, Sénégal",https://images.coinafrique.com/thumb_2813598_uploaded_image1_1607288329.jpg
590,Lapin nains,35000,"Dakar, Sénégal",https://images.coinafrique.com/thumb_2787066_uploaded_image1_1606316714.jpg
591,Cailles + œufs de caille,6000,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_2777887_uploaded_image1_1605969642.jpg
592,Poulets de chair,3000,"Dakar, Sénégal",https://images.coinafrique.com/thumb_2771365_uploaded_image1_1605717090.jpg
593,Pigeon,20000,"Mbao, Dakar, Sénégal",https://images.coinafrique.com/thumb_2753197_uploaded_image1_1605050172.jpg
594,Pigeon boulant pomeranie,60000,"Mbao, Dakar, Sénégal",https://images.coinafrique.com/thumb_2753142_uploaded_image1_1605047412.jpg
595,Métisses boulan - mondain,25000,"Louga, Sénégal",https://images.coinafrique.com/thumb_2747317_uploaded_image1_1604842927.jpg
596,Brahmane,35000,"Louga, Sénégal",https://images.coinafrique.com/thumb_2747312_uploaded_image1_1604842724.jpg
597,Dindes,Prixsurdemande,"Guediawaye, Dakar, Sénégal",https://images.coinafrique.com/thumb_2743094_uploaded_image1_1604668932.jpg
598,Voyageurs à manteaux,30000,"Cambérène, Dakar, Sénégal",https://images.coinafrique.com/thumb_2742963_uploaded_image1_1604666266.jpg
599,Pigeon mondain - pigeons texans,Prixsurdemande,"Dakar, Sénégal",https://images.coinafrique.com/thumb_2742216_uploaded_image1_1604649341.jpg
600,Mondains blancs,200000,"Cambérène, Dakar, Sénégal",https://images.coinafrique.com/thumb_2739851_uploaded_image1_1604571811.jpg
601,Lapin géant Flandre,Prixsurdemande,"Hann Bel-Air, Dakar, Sénégal",https://images.coinafrique.com/thumb_2735556_uploaded_image1_1604425922.jpg
602,Pigeons frisés milanais,75000,"Cambérène, Dakar, Sénégal",https://images.coinafrique.com/thumb_2728978_uploaded_image1_1604187368.jpg
603,Lapin / Géant de Flandre,40000,"Hann Bel-Air, Dakar, Sénégal",https://images.coinafrique.com/thumb_2723627_uploaded_image1_1603897714.jpg
604,Poule Baraman,Prixsurdemande,"Bargny, Sénégal",https://images.coinafrique.com/thumb_2712048_uploaded_image1_1603379295.jpg
605,Cochin caïllouté,Prixsurdemande,"Keur Massar, Sénégal",https://images.coinafrique.com/thumb_2711749_uploaded_image1_1603372819.jpg
606,Cochin blanc,Prixsurdemande,"Keur Massar, Sénégal",https://images.coinafrique.com/thumb_2711734_uploaded_image1_1603372455.jpg
607,Pigeon ,Prixsurdemande,"Cambérène, Dakar, Sénégal",https://images.coinafrique.com/thumb_2697330_uploaded_image1_1602779150.jpg
608,Couple texan,35000,"Keur Massar, Sénégal",https://images.coinafrique.com/thumb_2695680_uploaded_image1_1602716686.jpg
609,Pigeon,25000,"Gibraltar, Dakar, Sénégal",https://images.coinafrique.com/thumb_2689453_uploaded_image1_1602511661.jpg
610,Poulet Cochin blanc,50000,"Dakar, Sénégal",https://images.coinafrique.com/thumb_2687766_uploaded_image1_1602445033.jpg
611,Pigeons mâles king,55000,"Dakar, Sénégal",https://images.coinafrique.com/thumb_2687762_uploaded_image1_1602444932.jpg
612,5 femelle - 1 mâle cochin,Prixsurdemande,"Dakar, Sénégal",https://images.coinafrique.com/thumb_2685913_uploaded_image1_1602360787.jpg
613,Poulets,Prixsurdemande,"Dakar, Sénégal",https://images.coinafrique.com/thumb_2685886_uploaded_image1_1602359909.jpg
614,Lapin métisse,10000,"Keur Massar, Sénégal",https://images.coinafrique.com/thumb_2683357_uploaded_image1_1602258164.jpg
615,Brahmanes de pure race - peruches ondulés,25000,"Dakar, Sénégal",https://images.coinafrique.com/thumb_2678983_uploaded_image1_1602106099.jpg
616,Poules ,20000,"Keur Massar, Sénégal",https://images.coinafrique.com/thumb_2673317_uploaded_image1_1601899857.jpg
617,Pigeons mondains ,200000,"Mbour, Sénégal",https://images.coinafrique.com/thumb_2663305_uploaded_image1_1601545362.jpg
618,Pigeons frisés milanais,1000,"Cambérène, Dakar, Sénégal",https://images.coinafrique.com/thumb_2661323_uploaded_image1_1601466041.jpg
