,name,price,adress,image_link
203,Coq hermine,60000,"Rufisque, Sénégal",https://images.coinafrique.com/thumb_4290479_uploaded_image1_1689101063.jpg
204,Lapin nain Loutre ,30000,"Ouakam, Dakar, Sénégal",https://images.coinafrique.com/thumb_4289564_uploaded_image1_1689066044.jpg
205,Poulets  bleu Holland ,6000,"Rufisque, Sénégal",https://images.coinafrique.com/thumb_4287658_uploaded_image1_1688923156.jpg
206,Pigeons,Prixsurdemande,"Dakar, Sénégal",https://images.coinafrique.com/thumb_4287413_uploaded_image1_1688907084.jpg
207,Lapins,Prixsurdemande,"Dakar, Sénégal",https://images.coinafrique.com/thumb_4287411_uploaded_image1_1688907003.jpg
208,Pigeon Messager,25000,"Rufisque, Sénégal",https://images.coinafrique.com/thumb_4286623_uploaded_image1_1688830929.jpg
209,Poulets de chair,4000,"Keur Massar, Sénégal",https://images.coinafrique.com/thumb_4283570_uploaded_image1_1688648209.jpg
210,Pigeon Boulan,15000,"Louga, Sénégal",https://images.coinafrique.com/thumb_4277905_uploaded_image1_1688318584.jpg
211,Pigeon Boulan,45000,"Louga, Sénégal",https://images.coinafrique.com/thumb_4277890_uploaded_image1_1688316619.jpg
212,Lapereaux,10000,"Niaga, Sénégal",https://images.coinafrique.com/thumb_4268955_uploaded_image1_1687603560.jpg
213,Lapin,30000,"Niaga, Sénégal",https://images.coinafrique.com/thumb_4268327_uploaded_image1_1687541319.jpg
214,Poule Bleu Hollandais,7000,"Mbao, Dakar, Sénégal",https://images.coinafrique.com/thumb_4224766_uploaded_image3_1684691526.jpeg
215,Poussins cochin,7500,"Pikine, Sénégal",https://images.coinafrique.com/thumb_4255246_uploaded_image1_1686680990.jpg
216,Lapines ,Prixsurdemande,"Niaga, Sénégal",https://images.coinafrique.com/thumb_4249408_uploaded_image1_1686311889.jpg
217,Lapin californien   ,Prixsurdemande,"Saly, Sénégal",https://images.coinafrique.com/thumb_4248635_uploaded_image1_1686257041.jpg
218,Lapereaux ,45000,"Mariste, Dakar, Sénégal",https://images.coinafrique.com/thumb_4244917_uploaded_image1_1686063555.jpg
219,Poussins Brahmans,30000,"Keur Massar, Sénégal",https://images.coinafrique.com/thumb_4243414_uploaded_image1_1685971475.jpg
220,Pigeons Mondains,50000,"Dakar, Sénégal",https://images.coinafrique.com/thumb_4240446_uploaded_image1_1685727771.jpg
221,Lapine ,Prixsurdemande,"Niaga, Sénégal",https://images.coinafrique.com/thumb_4235319_uploaded_image1_1685440928.jpg
222,Lapin Gris de Touraine,35000,"Dakar, Sénégal",https://images.coinafrique.com/thumb_4230722_uploaded_image1_1685059185.jpg
223,Pigeon mondain brun ,500000,"Dakar, Sénégal",https://images.coinafrique.com/thumb_4230459_uploaded_image1_1685044108.jpg
224,Pigeon Tambour Allemand ,50000,"Dakar, Sénégal",https://images.coinafrique.com/thumb_4223933_uploaded_image1_1684609709.jpg
225,Pigeon voyageur,7000,"Ouakam, Dakar, Sénégal",https://images.coinafrique.com/thumb_4222723_uploaded_image1_1684515810.jpg
226,Pigeon voyageur,7000,"Ouakam, Dakar, Sénégal",https://images.coinafrique.com/thumb_4222721_uploaded_image1_1684515659.jpg
227,Poussins de chair - bleu hollandais ,Prixsurdemande,"Dakar, Sénégal",https://images.coinafrique.com/thumb_4221943_uploaded_image2_1684477934.jpeg
228,Coq cochin  ,45000,"Yoff, Dakar, Sénégal",https://images.coinafrique.com/thumb_4218824_uploaded_image1_1684270289.jpg
229,Poulets brahman herminés ,135000,"Dakar, Sénégal",https://images.coinafrique.com/thumb_4212808_uploaded_image1_1683879589.jpg
230,Couple lapins,Prixsurdemande,"Mbao, Dakar, Sénégal",https://images.coinafrique.com/thumb_4208070_uploaded_image1_1683583031.jpg
231,Lapin géant,50000,"Niaga, Sénégal",https://images.coinafrique.com/thumb_4207913_uploaded_image1_1683574221.jpg
232,Poussins bleue Holland,35000,"Cambérène, Dakar, Sénégal",https://images.coinafrique.com/thumb_4206875_uploaded_image1_1683511573.jpg
233,Cailleteaux,250,"Thies, Sénégal",https://images.coinafrique.com/thumb_4205412_uploaded_image1_1683385484.jpg
234,Pigeons manteau opale,6000,"Mariste, Dakar, Sénégal",https://images.coinafrique.com/thumb_4202860_uploaded_image1_1683234964.jpg
235,Pigeon,20000,"Gueule Tapée, Dakar, Sénégal",https://images.coinafrique.com/thumb_4198961_uploaded_image1_1683046102.jpg
236,Lapereau ,15000,"Mariste, Dakar, Sénégal",https://images.coinafrique.com/thumb_4195833_uploaded_image3_1682867699.jpeg
237,Lapin metisage,Prixsurdemande,"Mariste, Dakar, Sénégal",https://images.coinafrique.com/thumb_4194884_uploaded_image1_1682776235.jpg
238,Pigeon Texan,70000,"Mbour, Sénégal",https://images.coinafrique.com/thumb_4193114_uploaded_image1_1682634328.jpg
239,Pigeon Padda de java,20000,"Point E, Dakar, Sénégal",https://images.coinafrique.com/thumb_4191356_uploaded_image1_1682522033.jpg
240,Poussins,35000,"Cambérène, Dakar, Sénégal",https://images.coinafrique.com/thumb_4186084_uploaded_image1_1682139045.jpg
241,Pigeon Boulant de poméranie,20000,"Mariste, Dakar, Sénégal",https://images.coinafrique.com/thumb_4178981_uploaded_image1_1681650331.jpg
242,Pigeon Boulant de poméranie,13000,"Mariste, Dakar, Sénégal",https://images.coinafrique.com/thumb_4178980_uploaded_image1_1681650252.jpg
243,Pigeons Lahore,15000,"Dakar, Sénégal",https://images.coinafrique.com/thumb_4177942_uploaded_image1_1681563067.jpg
244,Poulet de chair,3500,"Cambérène, Dakar, Sénégal",https://images.coinafrique.com/thumb_4172814_uploaded_image1_1681236734.jpg
245,Poule hollandais ,8000,"Touba, Sénégal",https://images.coinafrique.com/thumb_4170233_uploaded_image2_1681079258.jpeg
246,Pigeons,150000,"Thies, Sénégal",https://images.coinafrique.com/thumb_4167601_uploaded_image1_1680885984.jpg
247,Pigeons voyageurs ,15000,"Thies, Sénégal",https://images.coinafrique.com/thumb_4167567_uploaded_image1_1680885294.jpg
248,Pigeons voyageurs  manteau ,15000,"Thies, Sénégal",https://images.coinafrique.com/thumb_4167562_uploaded_image1_1680885216.jpg
249,Pigeons frisés milanais,200000,"Cambérène, Dakar, Sénégal",https://images.coinafrique.com/thumb_4165971_uploaded_image1_1680795516.jpg
250,Couple pigeon,10000,"Mariste, Dakar, Sénégal",https://images.coinafrique.com/thumb_4159080_uploaded_image1_1680434202.jpg
251,Pigeons,Prixsurdemande,"Thies, Sénégal",https://images.coinafrique.com/thumb_4158780_uploaded_image1_1680397009.jpg
252,Pigeons paons indiens,35000,"Mariste, Dakar, Sénégal",https://images.coinafrique.com/thumb_4155195_uploaded_image1_1680182497.jpg
253,Poussins Inde,4000,"Thies, Sénégal",https://images.coinafrique.com/thumb_4148722_uploaded_image1_1679757295.jpg
254,Lapereaux,10000,"Niaga, Sénégal",https://images.coinafrique.com/thumb_4145983_uploaded_image1_1679578952.jpg
255,Lapereau géant fauve,25000,"Niaga, Sénégal",https://images.coinafrique.com/thumb_4134335_uploaded_image1_1678820167.jpg
256,Pigeons texans,15000,"Cambérène, Dakar, Sénégal",https://images.coinafrique.com/thumb_4134077_uploaded_image1_1678808506.jpg
257, Pigeon  Paon Indien,55000,"Mariste, Dakar, Sénégal",https://images.coinafrique.com/thumb_4133025_uploaded_image1_1678744597.jpg
258,Pigeons Diamant Mandarin  ,30000,"Point E, Dakar, Sénégal",https://images.coinafrique.com/thumb_4130101_uploaded_image1_1678546170.jpg
259,Lapin,15000,"Niaga, Sénégal",https://images.coinafrique.com/thumb_4125350_uploaded_image1_1678282298.jpg
260,Lapereaux ,10000,"Niaga, Sénégal",https://images.coinafrique.com/thumb_4123300_uploaded_image1_1678175207.jpg
261,Coq Brahman ,70000,"Mbao, Dakar, Sénégal",https://images.coinafrique.com/thumb_4119858_uploaded_image1_1677937311.jpg
262,Pigeon  Mondains ,100000,"Cambérène, Dakar, Sénégal",https://images.coinafrique.com/thumb_4111710_uploaded_image1_1677517472.jpg
263,Pigeons  voyageurs à manteau,50000,"Cambérène, Dakar, Sénégal",https://images.coinafrique.com/thumb_4111707_uploaded_image1_1677517375.jpg
264,Coq  Brahman ,43000,"Mbao, Dakar, Sénégal",https://images.coinafrique.com/thumb_4107161_uploaded_image1_1677172109.jpg
265,Poulet  ,5000,"Dakar, Sénégal",https://images.coinafrique.com/thumb_4099353_uploaded_image1_1676660089.jpg
266,Poulet ,5000,"Dakar, Sénégal",https://images.coinafrique.com/thumb_4099352_uploaded_image1_1676659955.jpg
267,Poussins cou nu ,2500,"Mbao, Dakar, Sénégal",https://images.coinafrique.com/thumb_4098076_uploaded_image1_1676582659.jpg
268,Lapin papillon,30000,"Dakar, Sénégal",https://images.coinafrique.com/thumb_4097932_uploaded_image1_1676574876.jpg
269,Lapin femelle Angora,20000,"Niaga, Sénégal",https://images.coinafrique.com/thumb_4088341_uploaded_image1_1675964415.jpg
270,Lapin,15000,"Rufisque, Sénégal",https://images.coinafrique.com/thumb_4069804_uploaded_image1_1675001928.jpg
271,Lapin Angora,25000,"Niaga, Sénégal",https://images.coinafrique.com/thumb_4062470_uploaded_image1_1674512420.jpg
272,Lapin nain tête de lion,25000,"Mermoz-Sacré Coeur, Dakar, Sénégal",https://images.coinafrique.com/thumb_4060697_uploaded_image1_1674397870.jpg
273,Poules pondeuses,Prixsurdemande,"Thies, Sénégal",https://images.coinafrique.com/thumb_4055238_uploaded_image2_1674047643.jpeg
274,Lapereau Angora,10000,"Niaga, Sénégal",https://images.coinafrique.com/thumb_4054751_uploaded_image1_1674032700.jpg
275,Lapereaux,20000,"Mariste, Dakar, Sénégal",https://images.coinafrique.com/thumb_4052032_uploaded_image1_1673874541.jpg
276,Coq Chochin,95000,"Parcelle Assainies, Dakar, Sénégal",https://images.coinafrique.com/thumb_4050293_uploaded_image1_1673730559.jpg
277,Couple   Braman Cochin,95000,"Parcelle Assainies, Dakar, Sénégal",https://images.coinafrique.com/thumb_4050206_uploaded_image1_1673726092.jpg
278,Poulet Braman cochin,950000,"Parcelle Assainies, Dakar, Sénégal",https://images.coinafrique.com/thumb_4050193_uploaded_image1_1673725687.jpg
279,Poulets de chairs,4000,"Ziguinchor, Sénégal",https://images.coinafrique.com/thumb_4044027_uploaded_image1_1673388793.jpg
280,Poussins de chair,35000,"Dakar, Sénégal",https://images.coinafrique.com/thumb_4041126_uploaded_image1_1673258391.jpg
281,Couple angoura,30000,"Cambérène, Dakar, Sénégal",https://images.coinafrique.com/thumb_4036533_uploaded_image1_1672950565.jpg
282,Couple pigeons voyageurs,12000,"Cambérène, Dakar, Sénégal",https://images.coinafrique.com/thumb_4034954_uploaded_image1_1672875776.jpg
283,Couple voyageur blanc,15000,"Cambérène, Dakar, Sénégal",https://images.coinafrique.com/thumb_4034942_uploaded_image1_1672874900.jpg
284,Perruches anglaise - couple,50000,"Dieuppeul-Derklé, Dakar, Sénégal",https://images.coinafrique.com/thumb_4033120_uploaded_image1_1672788351.jpg
285,Perruche ondulée,20000,"Dakar, Sénégal",https://images.coinafrique.com/thumb_4033032_uploaded_image1_1672783609.jpg
286,Coq Cochin ,50000,"Dakar, Sénégal",https://images.coinafrique.com/thumb_4030997_uploaded_image1_1672682387.jpg
287,Coq cochin ,50000,"Dakar, Sénégal",https://images.coinafrique.com/thumb_4030993_uploaded_image1_1672682272.jpg
288,Poulet de chair,3500,"Rufisque, Sénégal",https://images.coinafrique.com/thumb_4028864_uploaded_image2_1672481470.jpeg
289,Poulets de chair,3000,"Dakar, Sénégal",https://images.coinafrique.com/thumb_4021629_uploaded_image1_1671880183.jpg
290,Couple texan,40000,"Thies, Sénégal",https://images.coinafrique.com/thumb_4021335_uploaded_image1_1671837753.jpg
291,Couple mondain ,90000,"Thies, Sénégal",https://images.coinafrique.com/thumb_4021333_uploaded_image1_1671837659.jpg
292,Couple pigeons,14000,"Mariste, Dakar, Sénégal",https://images.coinafrique.com/thumb_4019501_uploaded_image1_1671719532.jpg
293,Pigeon,50000,"Kaolack, Sénégal",https://images.coinafrique.com/thumb_4013190_uploaded_image1_1671298740.jpg
294,Lapins,30000,"Touba, Sénégal",https://images.coinafrique.com/thumb_4012180_uploaded_image1_1671225603.jpg
295,Poules,35000,"Touba, Sénégal",https://images.coinafrique.com/thumb_4012177_uploaded_image3_1671225532.jpeg
296,Pigeons,12000,"Mbour, Sénégal",https://images.coinafrique.com/thumb_4009110_uploaded_image1_1671058199.jpg
297,Couple Brahma,Prixsurdemande,"Yoff, Dakar, Sénégal",https://images.coinafrique.com/thumb_4005445_uploaded_image1_1670854767.jpg
298,Pigeon français,25000,"Sicap Liberté, Dakar, Sénégal",https://images.coinafrique.com/thumb_3999035_uploaded_image1_1670454354.jpg
299,Coq mal cochain,65000,"Mbour, Sénégal",https://images.coinafrique.com/thumb_3990507_uploaded_image1_1669994795.jpg
300,Pigeons,80000,"Cambérène, Dakar, Sénégal",https://images.coinafrique.com/thumb_3989311_uploaded_image1_1669935034.jpg
301,Pigeon Mondain,85000,"Mbour, Sénégal",https://images.coinafrique.com/thumb_3986519_uploaded_image1_1669815997.jpg
302,Mâle Brahma,20000,"Parcelle Assainies, Dakar, Sénégal",https://images.coinafrique.com/thumb_3983729_uploaded_image1_1669650251.jpg
303,Poussin bleu holande,30000,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3981130_uploaded_image1_1669460038.jpg
304,Poussin dinde chair ,3000,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3981127_uploaded_image1_1669459933.jpg
305,Pigeons Pan Indien ,30000,"Mbao, Dakar, Sénégal",https://images.coinafrique.com/thumb_3958692_uploaded_image1_1668044083.jpg
306,Poussins,30000,"Touba, Sénégal",https://images.coinafrique.com/thumb_3956250_uploaded_image1_1667916487.jpg
307,Coq choie & bramane,50000,"Tambacounda, Sénégal",https://images.coinafrique.com/thumb_3956033_uploaded_image1_1667909977.jpg
308,Paire Brahma,80000,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3941235_uploaded_image1_1667077382.jpg
309,Lapin  ,25000,"Hann Bel-Air, Dakar, Sénégal",https://images.coinafrique.com/thumb_3937288_uploaded_image1_1666813728.jpg
310,Lapin male Fauve,65000,"Mbour, Sénégal",https://images.coinafrique.com/thumb_3934536_uploaded_image1_1666646311.jpg
311,Pigeons  ,Prixsurdemande,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3916214_uploaded_image1_1665526226.jpg
312,Lapin mâle engoura,20000,"Hann Bel-Air, Dakar, Sénégal",https://images.coinafrique.com/thumb_3911550_uploaded_image1_1665233894.jpg
313,Pigeon,10000,"Hann Bel-Air, Dakar, Sénégal",https://images.coinafrique.com/thumb_3911548_uploaded_image1_1665233800.jpg
314,Poussins de caille,500,"Keur Massar, Sénégal",https://images.coinafrique.com/thumb_3882380_uploaded_image1_1663498641.jpg
315,Bleues d’Hollandes,15000,"Mbao, Dakar, Sénégal",https://images.coinafrique.com/thumb_3879030_uploaded_image1_1663241521.jpg
316,Poussins Bleues Hollandaises,1500,"Mbao, Dakar, Sénégal",https://images.coinafrique.com/thumb_3879015_uploaded_image1_1663241115.jpg
317,Poulet chair,4000,"Guediawaye, Dakar, Sénégal",https://images.coinafrique.com/thumb_3869035_uploaded_image1_1662638536.jpg
318,Brahmans Herminé et Cochins,Prixsurdemande,"Keur Massar, Sénégal",https://images.coinafrique.com/thumb_3868279_uploaded_image1_1662589600.jpg
319,Poussin pintade,1500,"Parcelle Assainies, Dakar, Sénégal",https://images.coinafrique.com/thumb_3859176_uploaded_image1_1662124807.jpg
320,Pigeon   ,3000,"Grand Yoff, Dakar, Sénégal",https://images.coinafrique.com/thumb_3856165_uploaded_image1_1662024131.jpg
321,Pigeon voyageur ,7000,"Grand Yoff, Dakar, Sénégal",https://images.coinafrique.com/thumb_3856160_uploaded_image1_1662023975.jpg
322,Diamant Mandarin Huppé ,Prixsurdemande,"Point E, Dakar, Sénégal",https://images.coinafrique.com/thumb_3841798_uploaded_image1_1661198573.jpg
323,Pigeons voyageurs,2000,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_3829942_uploaded_image1_1660489290.jpg
324,Poulets ,Prixsurdemande,"Niaga, Sénégal",https://images.coinafrique.com/thumb_3820532_uploaded_image1_1659963344.jpg
325,Poulet de chair,3000,"Mariste, Dakar, Sénégal",https://images.coinafrique.com/thumb_3820323_uploaded_image1_1659956851.jpg
326,Pigeons portugais espagnols,20000,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3818868_uploaded_image1_1659851735.jpg
327,Pigeons espagnols,10000,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3818867_uploaded_image1_1659851278.jpg
328,Poulets ,Prixsurdemande,"Niaga, Sénégal",https://images.coinafrique.com/thumb_3818707_uploaded_image1_1659828045.jpg
329,Pigeon Opal,Prixsurdemande,"Saly, Sénégal",https://images.coinafrique.com/thumb_3817370_uploaded_image1_1659739915.jpg
330,Poulet de chair,3000,"HLM, Dakar, Sénégal",https://images.coinafrique.com/thumb_3812639_uploaded_image1_1659524524.jpg
331,Poulets,3500,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3809817_uploaded_image1_1659394489.jpg
332,Femelle herminé pur sang,45000,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3807013_uploaded_image1_1659264761.jpg
333,Poule Brahman,60000,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3803369_uploaded_image1_1659011427.jpg
334,Poule Brahma,110000,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3803358_uploaded_image2_1659010838.jpeg
335,Femelles Manteau Opal ,35000,"Cambérène, Dakar, Sénégal",https://images.coinafrique.com/thumb_3802372_uploaded_image1_1658943727.jpg
336,Poules ,2800,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3799302_uploaded_image1_1658780673.jpg
337,Lapin nain,60000,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_3795801_uploaded_image1_1658525928.jpg
338,Poulet d'ornement,Prixsurdemande,"Rufisque, Sénégal",https://images.coinafrique.com/thumb_3795149_uploaded_image1_1658494666.jpg
339,Poulets frais,3500,"HLM, Dakar, Sénégal",https://images.coinafrique.com/thumb_3749412_uploaded_image1_1655656513.jpg
340,Poulets Hollande ,6000,"Parcelle Assainies, Dakar, Sénégal",https://images.coinafrique.com/thumb_3788366_uploaded_image1_1658082013.jpg
341,Couple lapin nain,60000,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3779800_uploaded_image1_1657474190.jpg
342,Lapins,15000,"Diamniadio, Sénégal",https://images.coinafrique.com/thumb_3778360_uploaded_image1_1657315361.jpg
343,Lapin,20000,"Keur Massar, Sénégal",https://images.coinafrique.com/thumb_3762877_uploaded_image1_1656485681.jpg
344,Lapins nain,30000,"Parcelle Assainies, Dakar, Sénégal",https://images.coinafrique.com/thumb_3756850_uploaded_image1_1656080564.jpg
345,Poussins chair,28000,"Yoff, Dakar, Sénégal",https://images.coinafrique.com/thumb_3756839_uploaded_image1_1656080074.jpg
346,Poussins Cochins,Prixsurdemande,"Rufisque, Sénégal",https://images.coinafrique.com/thumb_3738020_uploaded_image1_1654981855.jpg
347,Pigeons voyageurs,Prixsurdemande,"Rufisque, Sénégal",https://images.coinafrique.com/thumb_3726420_uploaded_image1_1654342685.jpg
348,Coq Brahmane ,45000,"Louga, Sénégal",https://images.coinafrique.com/thumb_3725108_uploaded_image1_1654262429.jpg
349,Poulet de chair ,2500,"Niaga, Sénégal",https://images.coinafrique.com/thumb_3719067_uploaded_image1_1654006894.jpg
350,Poussins,Prixsurdemande,"Diamniadio, Sénégal",https://images.coinafrique.com/thumb_3717493_uploaded_image1_1653911809.jpg
351,Poussins,27500,"Rufisque, Sénégal",https://images.coinafrique.com/thumb_3713086_uploaded_image1_1653586071.jpg
352,Poussins 1 jour,25000,"Keur Massar, Sénégal",https://images.coinafrique.com/thumb_3712620_uploaded_image1_1653566057.jpg
353,Poule,Prixsurdemande,"Parcelle Assainies, Dakar, Sénégal",https://images.coinafrique.com/thumb_3707531_uploaded_image1_1653273003.jpg
354,Coq Brahma,50000,"Rufisque, Sénégal",https://images.coinafrique.com/thumb_3701284_uploaded_image1_1652878050.jpg
355,Poule Brahmâ ,20000,"Rufisque, Sénégal",https://images.coinafrique.com/thumb_3701283_uploaded_image1_1652877907.jpg
356,Pigeons,Prixsurdemande,"Niaga, Sénégal",https://images.coinafrique.com/thumb_3694574_uploaded_image1_1652451578.jpg
357,Pigeons,Prixsurdemande,"Cambérène, Dakar, Sénégal",https://images.coinafrique.com/thumb_3689928_uploaded_image1_1652202348.jpg
358,Lapin couple,65000,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_3680760_uploaded_image1_1651680730.jpg
359,Poule couple brahman,50000,"Saint Louis, Sénégal",https://images.coinafrique.com/thumb_3680687_uploaded_image1_1651677884.jpg
360,Poussin,Prixsurdemande,"Parcelle Assainies, Dakar, Sénégal",https://images.coinafrique.com/thumb_3679061_uploaded_image1_1651594437.jpg
361,Couple poules Bantam ,80000,"Guediawaye, Dakar, Sénégal",https://images.coinafrique.com/thumb_3678837_uploaded_image1_1651584122.jpg
362,Pigeons,50000,"Cambérène, Dakar, Sénégal",https://images.coinafrique.com/thumb_3675341_uploaded_image1_1651328468.jpg
363,Coq Brahma Perdrix,35000,"Mboro, Sénégal",https://images.coinafrique.com/thumb_3671744_uploaded_image1_1651068700.jpg
364,Cochin femelle frisé,40000,"Mboro, Sénégal",https://images.coinafrique.com/thumb_3671735_uploaded_image1_1651068448.jpg
365,Pigeon dragon,20000,"Mariste, Dakar, Sénégal",https://images.coinafrique.com/thumb_3671452_uploaded_image1_1651059347.jpg
366,Pigeons,Prixsurdemande,"Rufisque, Sénégal",https://images.coinafrique.com/thumb_3669432_uploaded_image1_1650934782.jpg
367,Lapereaux ,30000,"Mbao, Dakar, Sénégal",https://images.coinafrique.com/thumb_3665205_uploaded_image1_1650639265.jpg
368,Eclosion - 16000 poussins,Prixsurdemande,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3664153_uploaded_image1_1650570771.jpg
369,Poule,Prixsurdemande,"Parcelle Assainies, Dakar, Sénégal",https://images.coinafrique.com/thumb_3663076_uploaded_image1_1650514068.jpg
370,Pigeons,Prixsurdemande,"Mbour, Sénégal",https://images.coinafrique.com/thumb_3659941_uploaded_image1_1650357667.jpg
371,Pigeon ,Prixsurdemande,"Mbour, Sénégal",https://images.coinafrique.com/thumb_3659931_uploaded_image1_1650357026.jpg
372,Pigeon voyageur,Prixsurdemande,"Mbour, Sénégal",https://images.coinafrique.com/thumb_3659922_uploaded_image1_1650356719.jpg
373,Poussins ,Prixsurdemande,"Parcelle Assainies, Dakar, Sénégal",https://images.coinafrique.com/thumb_3658331_uploaded_image1_1650244788.jpg
374,Lapins,15000,"Hann Bel-Air, Dakar, Sénégal",https://images.coinafrique.com/thumb_3624677_uploaded_image1_1648325393.jpg
375,Oiseaux,80000,"Yoff, Dakar, Sénégal",https://images.coinafrique.com/thumb_3620766_uploaded_image1_1648057839.jpg
376,Pigeons,Prixsurdemande,"Bambey, Sénégal",https://images.coinafrique.com/thumb_3610036_uploaded_image1_1647364331.jpg
377,Pigeon femelle texan,25000,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3606040_uploaded_image1_1647113482.jpg
378,Trio poussins Brahma,20000,"Rufisque, Sénégal",https://images.coinafrique.com/thumb_3599688_uploaded_image1_1646764114.jpg
379,Couple poussins brahma ,20000,"Mbour, Sénégal",https://images.coinafrique.com/thumb_3595177_uploaded_image1_1646493730.jpg
380,Lapins nains,30000,"Parcelle Assainies, Dakar, Sénégal",https://images.coinafrique.com/thumb_3594110_uploaded_image1_1646425965.jpg
381,Coq Cochin ,80000,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3589893_uploaded_image1_1646229663.jpg
382,Poule Cochin ,90000,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3589888_uploaded_image1_1646229530.jpg
383,Couple Cochin ,90000,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3577024_uploaded_image1_1645466016.jpg
384,Poulets,Prixsurdemande,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3575471_uploaded_image1_1645369161.jpg
385,Poule  Brahma ,25000,"Parcelle Assainies, Dakar, Sénégal",https://images.coinafrique.com/thumb_3569532_uploaded_image1_1644995089.jpg
386,Couple de poule Brahman ,50000,"Saint Louis, Sénégal",https://images.coinafrique.com/thumb_3556200_uploaded_image1_1644096446.jpg
387,Oeuf poulet Brahma,2500,"Rufisque, Sénégal",https://images.coinafrique.com/thumb_3556035_uploaded_image1_1644085287.jpg
388,Coq ,30000,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3548688_uploaded_image1_1643733991.jpg
389,Poule pondeuse ,45000,"Rufisque, Sénégal",https://images.coinafrique.com/thumb_3546233_uploaded_image1_1643636475.jpg
390,Poussin brahman,10000,"Rufisque, Sénégal",https://images.coinafrique.com/thumb_3546230_uploaded_image1_1643636330.jpg
391,Coq Brahman,50000,"Rufisque, Sénégal",https://images.coinafrique.com/thumb_3546219_uploaded_image1_1643635974.jpg
392,Pigeons,45000,"Dieuppeul-Derklé, Dakar, Sénégal",https://images.coinafrique.com/thumb_3544759_uploaded_image1_1643532462.jpg
393,Lot de 3 pigeons,25000,"Sipres, Dakar, Sénégal",https://images.coinafrique.com/thumb_3544488_uploaded_image1_1643489629.jpg
394,Femelle opal rosa ,35000,"Thies, Sénégal",https://images.coinafrique.com/thumb_3544071_uploaded_image1_1643465628.jpg
395,Poussins Brahma,Prixsurdemande,"Parcelle Assainies, Dakar, Sénégal",https://images.coinafrique.com/thumb_3543634_uploaded_image1_1643440137.jpg
396,Lapins nains,35000,"Thies, Sénégal",https://images.coinafrique.com/thumb_3537679_uploaded_image1_1643058435.jpg
397,Couple Lapins,35000,"Hann Bel-Air, Dakar, Sénégal",https://images.coinafrique.com/thumb_3536316_uploaded_image1_1642949781.jpg
398,Coq Cochin coucou,Prixsurdemande,"Keur Massar, Sénégal",https://images.coinafrique.com/thumb_3530700_uploaded_image1_1642595156.jpg
399,Coq Cochin blanc,Prixsurdemande,"Keur Massar, Sénégal",https://images.coinafrique.com/thumb_3530692_uploaded_image1_1642595027.jpg
400,Poulet,25003000,"Grand Dakar, Dakar, Sénégal",https://images.coinafrique.com/thumb_3529776_uploaded_image1_1642526350.jpg
401,Poule,Prixsurdemande,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3527552_uploaded_image1_1642403544.jpg
402,Femelle manteau Opale,60000,"Thies, Sénégal",https://images.coinafrique.com/thumb_3526942_uploaded_image1_1642346260.jpg
403,Lapins Angoura,15000,"HLM, Dakar, Sénégal",https://images.coinafrique.com/thumb_3521996_uploaded_image1_1642019964.jpg
404,Pigeons,Prixsurdemande,"Guediawaye, Dakar, Sénégal",https://images.coinafrique.com/thumb_3521128_uploaded_image1_1641989046.jpg
405,Lapins,40000,"Hann Bel-Air, Dakar, Sénégal",https://images.coinafrique.com/thumb_3520760_uploaded_image1_1641976763.jpg
406,Poule Bleue Hollandaise,15000,"Mbao, Dakar, Sénégal",https://images.coinafrique.com/thumb_3513806_uploaded_image1_1641562270.jpg
407,Pigeon Crimpan,75000,"Diamalaye 1, Dakar, Sénégal",https://images.coinafrique.com/thumb_3505148_uploaded_image1_1641130075.jpg
408,Couple de poule Brahma ,Prixsurdemande,"Parcelle Assainies, Dakar, Sénégal",https://images.coinafrique.com/thumb_3502325_uploaded_image1_1640848021.jpg
409,Jeune mâle Brahma,Prixsurdemande,"Parcelle Assainies, Dakar, Sénégal",https://images.coinafrique.com/thumb_3494983_uploaded_image1_1640242888.jpg
